_id,added_timestamp,as_owner,asn,country,duration_log,failure_count,has_html,has_javascript,has_screenshot,ip_address,is_priority,last_analysis_date,last_analysis_stats.harmless,last_analysis_stats.malicious,last_analysis_stats.suspicious,last_analysis_stats.timeout,last_analysis_stats.undetected,processed_timestamp,reputation,source,target_geo_country,to_skip,total_votes.harmless,total_votes.malicious,whois_date,x_days_ago,files_log
6437b53f71133c5b7aee579f,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,1,0,0,109.201.134.96,0,1680412055,86,0,0,0,0,2023-04-18T17:04:49.082Z,0,csv,NL,,0,0,1680412359,7,
6437b53f71133c5b7aee57a0,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,0,0,0,109.201.152.164,0,1674263269,71,1,0,0,15,2023-04-18T20:37:23.628Z,0,csv,NL,,0,0,1674263271,7,
6437b53f71133c5b7aee57a1,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,0,0,0,109.201.152.167,0,1681635788,66,2,0,0,19,2023-04-18T18:25:36.083Z,0,csv,NL,,0,0,1680003413,7,
6437b53f71133c5b7aee57a2,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,0,0,0,109.201.152.168,0,1679058143,71,1,0,0,15,2023-04-18T21:16:34.534Z,0,csv,NL,,0,0,1679058445,7,
6437b53f71133c5b7aee57a3,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,0,0,0,109.201.152.169,0,1680757452,72,1,0,0,14,2023-04-18T21:32:48.902Z,0,csv,NL,,0,0,1680757762,7,
6437b53f71133c5b7aee57a4,2023-04-13T15:54:39.303Z,Global Layer B.V.,49453,NL,null,0,1,0,1,109.202.99.130,0,1676605298,86,0,0,0,0,2023-04-18T18:50:41.888Z,0,csv,NL,,0,0,1628437414,7,
6437b53f71133c5b7aee57a5,2023-04-13T15:54:39.303Z,Serverel Inc.,50245,US,null,0,1,0,1,109.206.181.2,0,1681748781,72,0,0,0,15,2023-04-18T17:29:27.151Z,0,csv,NL,,0,0,1679500562,7,
6437b53f71133c5b7aee57a6,2023-04-13T15:54:39.303Z,Serverel Inc.,50245,US,null,0,1,0,1,109.206.182.60,0,1681748781,71,1,0,0,15,2023-04-18T19:15:34.737Z,0,csv,NL,,0,0,1679500561,7,
6437b53f71133c5b7aee57a7,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,109.206.240.147,0,1676551992,70,2,0,0,15,2023-04-18T16:52:59.333Z,0,csv,NL,,0,0,1675771760,7,
6437b53f71133c5b7aee57a8,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,109.206.240.231,0,1681319680,53,17,0,0,17,2023-04-18T19:41:46.212Z,0,csv,NL,,0,0,1681319708,7,
6437b53f71133c5b7aee57a9,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,109.206.240.9,0,1681804674,53,18,0,0,17,2023-04-18T17:56:46.098Z,0,csv,NL,,0,0,1679564495,7,
6437b53f71133c5b7aee57aa,2023-04-13T15:54:39.303Z,Kamatera Inc,41436,NL,null,0,0,0,0,113.30.189.131,0,1675775628,68,4,0,0,15,2023-04-18T20:09:28.001Z,0,csv,NL,,0,0,1675534212,7,
6437b53f71133c5b7aee57ab,2023-04-13T15:54:39.303Z,ROBLOX-PRODUCTION,22697,US,null,0,1,0,0,128.116.121.3,0,1681777537,78,0,0,0,9,2023-04-18T16:29:50.990Z,0,csv,NL,,0,0,1680306987,7,
6437b53f71133c5b7aee57ac,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,1,0,1,128.199.55.244,0,1679321974,67,5,1,0,15,2023-04-18T20:29:30.013Z,0,csv,NL,,0,0,1622278958,7,
6437b53f71133c5b7aee57ad,2023-04-13T15:54:39.303Z,MICROSOFT-CORP-MSN-AS-BLOCK,8075,NL,null,0,0,0,0,13.69.109.130,0,1681792248,70,0,0,0,17,2023-04-18T18:15:23.992Z,1,csv,NL,,1,0,1680730031,7,
6437b53f71133c5b7aee57ae,2023-04-13T15:54:39.303Z,MICROSOFT-CORP-MSN-AS-BLOCK,8075,US,null,0,0,0,0,13.69.109.131,0,1681743504,70,0,0,0,17,2023-04-18T20:48:58.810Z,0,csv,NL,,0,0,1680730566,7,
6437b53f71133c5b7aee57af,2023-04-13T15:54:39.303Z,MICROSOFT-CORP-MSN-AS-BLOCK,8075,NL,null,0,0,0,0,13.69.116.104,0,1681780649,70,1,0,0,16,2023-04-18T17:12:50.833Z,0,csv,NL,,0,0,1680833399,7,
6437b53f71133c5b7aee57b0,2023-04-13T15:54:39.303Z,MICROSOFT-CORP-MSN-AS-BLOCK,8075,NL,null,0,0,0,0,13.69.53.91,0,1664137924,86,0,0,0,0,2023-04-18T21:07:40.575Z,0,csv,NL,,0,0,1664138197,7,
6437b53f71133c5b7aee57b1,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,134.122.48.26,0,1680565962,63,6,1,0,17,2023-04-18T18:32:12.751Z,0,csv,NL,,0,0,1678023195,7,
6437b53f71133c5b7aee57b2,2023-04-13T15:54:39.303Z,Global Layer B.V.,49453,NL,null,0,0,0,0,134.19.179.235,0,1680275832,59,12,0,0,16,2023-04-18T21:26:20.667Z,0,csv,NL,,0,0,1629830218,7,
6437b53f71133c5b7aee57b3,2023-04-13T15:54:39.303Z,Global Layer B.V.,49453,NL,null,0,0,0,0,134.19.188.91,0,1680219926,66,5,0,0,16,2023-04-18T21:33:05.194Z,-1,csv,NL,,0,1,1676682857,7,
6437b53f71133c5b7aee57b4,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,1,0,1,134.209.207.188,0,1680668971,63,6,1,0,17,2023-04-18T18:47:24.067Z,0,csv,NL,,0,0,1680276191,7,
6437b53f71133c5b7aee57b5,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,134.209.81.221,0,1681544083,63,5,0,0,19,2023-04-18T17:23:40.874Z,0,csv,NL,,0,0,1681529785,7,
6437b53f71133c5b7aee57b6,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,134.209.86.173,0,1676855595,71,1,0,0,15,2023-04-18T18:57:41.242Z,0,csv,NL,,0,0,1676855621,7,
6437b53f71133c5b7aee57b7,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.104.122,0,1681741053,68,0,0,0,19,2023-04-18T16:47:13.323Z,0,csv,NL,,0,0,1680531488,7,
6437b53f71133c5b7aee57b8,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.104.172,0,1681741053,68,0,0,0,19,2023-04-18T19:09:47.680Z,0,csv,NL,,0,0,1679318335,7,
6437b53f71133c5b7aee57b9,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.105.136,0,1680479912,77,0,0,0,10,2023-04-18T17:35:13.215Z,0,csv,NL,,0,0,1678442374,7,
6437b53f71133c5b7aee57ba,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.105.152,0,1678621872,77,0,0,0,10,2023-04-18T19:21:21.488Z,0,csv,NL,,0,0,1678585606,7,
6437b53f71133c5b7aee57bb,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,1,0,1,137.221.106.103,0,1681588746,86,0,0,0,0,2023-04-18T16:25:37.494Z,0,csv,NL,,0,0,1681521571,7,
6437b53f71133c5b7aee57bc,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.106.121,0,1681486529,72,0,0,0,15,2023-04-18T19:35:07.330Z,0,csv,NL,,0,0,1680188590,7,
6437b53f71133c5b7aee57bd,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.106.19,0,1681523547,75,0,0,0,12,2023-04-18T17:50:58.424Z,0,csv,NL,,0,0,1679448589,7,
6437b53f71133c5b7aee57be,2023-04-13T15:54:39.303Z,"Blizzard Entertainment, Inc",57976,US,null,0,0,0,0,137.221.106.22,0,1681031401,81,0,0,0,7,2023-04-18T19:47:30.401Z,0,csv,NL,,0,0,1678637032,7,
6437b53f71133c5b7aee57bf,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,138.199.7.132,0,1680275210,67,2,2,0,16,2023-04-18T16:58:17.753Z,0,csv,NL,,0,0,1628892484,7,
6437b53f71133c5b7aee57c0,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,0,139.45.195.6,0,1678354137,78,0,0,0,9,2023-04-18T20:01:18.125Z,0,csv,NL,,0,0,1678354440,7,
6437b53f71133c5b7aee57c1,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,1,139.45.195.8,0,1681809092,74,0,0,0,13,2023-04-18T18:02:28.011Z,0,csv,NL,,0,0,1679373966,7,
6437b53f71133c5b7aee57c2,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,0,139.45.197.230,0,1681326096,68,0,0,0,19,2023-04-18T20:12:45.625Z,-53,csv,NL,,0,2,1679657475,7,
6437b53f71133c5b7aee57c3,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,1,139.45.197.238,0,1681769588,68,1,0,0,18,2023-04-18T16:16:53.292Z,-53,csv,NL,,0,2,1680605837,7,
6437b53f71133c5b7aee57c4,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,1,139.45.197.239,0,1681809275,70,1,0,0,17,2023-04-18T20:26:08.640Z,-54,csv,NL,,0,3,1680902555,7,
6437b53f71133c5b7aee57c5,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,1,139.45.197.245,0,1680959636,72,0,0,0,15,2023-04-18T18:12:43.610Z,-52,csv,NL,,0,1,1679150846,7,
6437b53f71133c5b7aee57c6,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,0,139.45.197.252,0,1681066955,69,0,0,0,18,2023-04-18T20:31:38.234Z,-52,csv,NL,,0,1,1679659310,7,
6437b53f71133c5b7aee57c7,2023-04-13T15:54:39.303Z,RETN Limited,9002,GB,null,0,1,0,0,139.45.197.253,0,1681769588,66,4,0,0,17,2023-04-18T17:09:29.382Z,-53,csv,NL,,0,2,1679782076,7,
6437b53f71133c5b7aee57c8,2023-04-13T15:54:39.303Z,JSC RetnNet,57304,RU,null,0,1,0,1,139.45.240.82,0,1681127280,69,0,0,0,18,2023-04-18T20:43:07.623Z,-52,csv,NL,,0,1,1679222541,7,
6437b53f71133c5b7aee57c9,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,0,0,0,141.11.246.202,0,1676819261,70,2,0,0,15,2023-04-18T18:18:00.238Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57ca,2023-04-13T15:54:39.303Z,ORACLE-BMC-31898,31898,NL,null,0,0,0,0,141.148.230.12,0,1681557369,65,4,0,0,18,2023-04-18T20:54:04.996Z,0,csv,NL,,0,0,1681514679,7,
6437b53f71133c5b7aee57cb,2023-04-13T15:54:39.303Z,GOOGLE,15169,US,null,0,1,0,1,142.250.76.163,0,1681785426,78,0,0,0,9,2023-04-18T16:38:07.491Z,0,csv,NL,,0,0,1679665598,7,
6437b53f71133c5b7aee57cc,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,142.93.130.159,0,1665696512,86,0,0,0,0,2023-04-18T21:03:05.695Z,0,csv,NL,,0,0,1665696625,7,
6437b53f71133c5b7aee57cd,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,142.93.233.136,0,1681139003,61,10,1,0,15,2023-04-18T18:28:55.424Z,-1,csv,NL,,0,1,1615375021,7,
6437b53f71133c5b7aee57ce,2023-04-13T15:54:39.303Z,T-Mobile Thuis BV,50266,NL,null,0,0,0,0,143.177.14.24,0,,86,0,0,0,0,2023-04-18T21:12:44.673Z,0,csv,NL,,0,0,1619339210,7,
6437b53f71133c5b7aee57cf,2023-04-13T15:54:39.303Z,T-Mobile Thuis BV,50266,NL,null,0,0,0,0,143.178.202.73,0,1678825659,86,0,0,0,0,2023-04-18T17:15:24.343Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57d0,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,143.244.41.219,0,1680679570,63,8,0,0,16,2023-04-18T21:22:27.242Z,0,csv,NL,,0,0,1622786047,7,
6437b53f71133c5b7aee57d1,2023-04-13T15:54:39.303Z,Datacamp Limited,60068,NL,null,0,0,0,0,143.244.42.103,0,1680732111,67,3,0,0,17,2023-04-18T18:36:51.907Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57d2,2023-04-13T15:54:39.303Z,ORACLE-BMC-31898,31898,NL,null,0,0,0,0,143.47.185.35,0,1678111682,86,0,0,0,0,2023-04-18T18:39:05.546Z,0,csv,NL,,0,0,1677156419,7,
6437b53f71133c5b7aee57d3,2023-04-13T15:54:39.303Z,PACKET,54825,NL,null,0,0,0,0,145.40.96.135,0,,86,0,0,0,0,2023-04-18T21:34:34.205Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57d4,2023-04-13T15:54:39.303Z,SURF B.V.,1103,NL,null,0,1,0,1,145.90.8.10,0,1676553203,68,4,0,0,15,2023-04-18T18:45:08.644Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57d5,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,146.190.22.109,0,1676942519,71,1,0,0,15,2023-04-18T17:21:24.573Z,0,csv,NL,,0,0,1676790577,7,
6437b53f71133c5b7aee57d6,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,146.190.229.33,0,1681549814,59,9,1,0,18,2023-04-18T18:48:25.572Z,0,csv,NL,,0,0,1681517267,7,
6437b53f71133c5b7aee57d7,2023-04-13T15:54:39.303Z,Net4India Ltd,17447,US,null,0,0,0,0,147.78.103.254,0,1675646076,71,1,0,0,15,2023-04-18T16:42:58.463Z,0,csv,NL,,0,0,1675646102,7,
6437b53f71133c5b7aee57d8,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,149.34.244.235,0,1681139267,66,2,1,0,18,2023-04-18T18:52:59.127Z,0,csv,NL,,0,0,1674929372,7,
6437b53f71133c5b7aee57d9,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,149.34.244.39,0,,86,0,0,0,0,2023-04-18T17:25:57.898Z,0,csv,NL,,0,0,1655127987,7,
6437b53f71133c5b7aee57da,2023-04-13T15:54:39.303Z,"Tencent Building, Kejizhongyi Avenue",132203,SG,null,0,1,0,1,150.109.3.9,0,,78,0,0,0,9,2023-04-18T18:59:22.967Z,0,csv,NL,,0,0,1653449135,7,
6437b53f71133c5b7aee57db,2023-04-13T15:54:39.303Z,NForce Entertainment B.V.,43350,NL,null,0,1,0,1,151.236.14.29,0,1678704869,86,0,0,0,0,2023-04-18T16:23:21.786Z,0,csv,NL,,0,0,1606492257,7,
6437b53f71133c5b7aee57dc,2023-04-13T15:54:39.303Z,NovoServe B.V.,24875,US,null,0,1,0,1,154.16.180.218,0,1681139128,65,5,1,0,16,2023-04-18T19:05:05.418Z,0,csv,NL,,0,0,1678878533,7,
6437b53f71133c5b7aee57dd,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,154.47.21.177,0,1663131194,86,0,0,0,0,2023-04-18T17:31:42.891Z,0,csv,NL,,0,0,1663131197,7,
6437b53f71133c5b7aee57de,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,154.47.21.180,0,1667033396,86,0,0,0,0,2023-04-18T19:12:05.255Z,0,csv,NL,,0,0,1667033399,7,
6437b53f71133c5b7aee57df,2023-04-13T15:54:39.303Z,BitCommand LLC,212552,NL,null,0,1,0,1,156.241.0.178,0,1662885950,76,1,0,0,10,2023-04-18T16:49:29.486Z,0,csv,NL,,0,0,1661393748,7,
6437b53f71133c5b7aee57e0,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,157.245.69.143,0,1678538746,72,0,0,0,15,2023-04-18T19:17:51.996Z,0,csv,NL,,0,0,1678538748,7,
6437b53f71133c5b7aee57e1,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,1,0,0,159.223.219.99,0,,86,0,0,0,0,2023-04-18T17:39:15.307Z,0,csv,NL,,0,0,1648580932,7,
6437b53f71133c5b7aee57e2,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,159.223.225.116,0,1676553236,69,3,0,0,15,2023-04-18T19:24:14.638Z,0,csv,NL,,0,0,1676474058,7,
6437b53f71133c5b7aee57e3,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,159.223.236.123,0,1680276281,62,8,1,0,16,2023-04-18T16:13:19.544Z,0,csv,NL,,0,0,1680276306,7,
6437b53f71133c5b7aee57e4,2023-04-13T15:54:39.303Z,TEFINCOM S.A.,136787,NL,null,0,0,0,0,159.48.55.160,0,1665105180,77,0,0,0,10,2023-04-18T19:32:20.651Z,0,csv,NL,,0,0,1663774973,7,
6437b53f71133c5b7aee57e5,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,159.65.193.236,0,1679472244,64,7,1,0,16,2023-04-18T17:48:04.138Z,0,csv,NL,,0,0,1678875027,7,
6437b53f71133c5b7aee57e6,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,161.35.153.48,0,1680278080,59,12,1,0,15,2023-04-18T19:37:55.604Z,0,csv,NL,,0,0,1680278083,7,
6437b53f71133c5b7aee57e7,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,161.35.154.174,0,1680576164,66,4,1,0,16,2023-04-18T16:55:53.587Z,0,csv,NL,,0,0,1678035912,7,
6437b53f71133c5b7aee57e8,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,161.35.95.46,0,1680276307,65,4,1,0,17,2023-04-18T19:44:02.898Z,0,csv,NL,,0,0,1680276333,7,
6437b53f71133c5b7aee57e9,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,161.35.95.47,0,1677141391,69,3,0,0,15,2023-04-18T17:53:15.605Z,0,csv,NL,,0,0,1676733266,7,
6437b53f71133c5b7aee57ea,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,163.123.143.103,0,1681181873,67,1,1,0,18,2023-04-18T19:50:19.644Z,0,csv,NL,,0,0,1681181898,7,
6437b53f71133c5b7aee57eb,2023-04-13T15:54:39.303Z,DELTA Fiber Nederland B.V.,15435,NL,null,0,0,0,0,163.158.100.246,0,1678824383,86,0,0,0,0,2023-04-18T16:27:11.411Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57ec,2023-04-13T15:54:39.303Z,DELTA Fiber Nederland B.V.,15435,NL,null,0,0,0,0,163.158.57.145,0,1678829640,86,0,0,0,0,2023-04-18T19:57:50.048Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57ed,2023-04-13T15:54:39.303Z,Online S.a.s.,12876,NL,null,0,1,0,0,163.172.218.240,0,1681625116,77,0,0,0,10,2023-04-18T17:58:59.983Z,0,csv,NL,,0,0,1611317481,7,
6437b53f71133c5b7aee57ee,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,164.90.202.89,0,1680302271,60,10,1,0,16,2023-04-18T20:04:46.313Z,0,csv,NL,,0,0,1595359618,7,
6437b53f71133c5b7aee57ef,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,165.22.205.214,0,1680277727,63,6,1,0,17,2023-04-18T17:01:14.375Z,0,csv,NL,,0,0,1680277752,7,
6437b53f71133c5b7aee57f0,2023-04-13T15:54:39.303Z,Zscaler Switzerland GmbH,62044,GB,null,0,1,0,1,165.225.29.15,0,1680472925,78,0,0,0,9,2023-04-18T20:11:41.910Z,0,csv,NL,,0,0,1680473038,7,
6437b53f71133c5b7aee57f1,2023-04-13T15:54:39.303Z,Zscaler Switzerland GmbH,62044,GB,null,0,1,0,1,165.225.29.17,0,1675340526,81,0,0,0,7,2023-04-18T18:03:29.588Z,0,csv,NL,,0,0,1675340796,7,
6437b53f71133c5b7aee57f2,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,165.232.86.47,0,1678384088,86,0,0,0,0,2023-04-18T20:15:02.584Z,0,csv,NL,,0,0,1678384090,7,
6437b53f71133c5b7aee57f3,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,167.71.12.102,0,1675199194,86,0,0,0,0,2023-04-18T16:08:29.036Z,0,csv,NL,,0,0,1675199220,7,
6437b53f71133c5b7aee57f4,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,167.71.7.230,0,1675775232,72,1,0,0,14,2023-04-18T20:22:41.150Z,0,csv,NL,,0,0,1675775235,7,
6437b53f71133c5b7aee57f5,2023-04-13T15:54:39.303Z,DIGITALOCEAN-ASN,14061,NL,null,0,0,0,0,167.99.43.66,0,,86,0,0,0,0,2023-04-18T18:09:15.496Z,0,csv,NL,,0,0,1646272307,7,
6437b53f71133c5b7aee57f6,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,169.150.196.30,0,1680079167,86,0,0,0,0,2023-04-18T20:27:13.077Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57f7,2023-04-13T15:54:39.303Z,Datacamp Limited,212238,NL,null,0,0,0,0,169.150.196.40,0,,86,0,0,0,0,2023-04-18T17:05:53.815Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57f8,2023-04-13T15:54:39.303Z,Datacamp Limited,60068,NL,null,0,1,0,0,169.150.223.193,0,1681686688,75,0,0,0,12,2023-04-18T20:30:35.341Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57f9,2023-04-13T15:54:39.303Z,Datacamp Limited,60068,NL,null,0,1,0,0,169.150.223.202,0,1681068819,86,0,0,0,0,2023-04-18T18:13:46.731Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57fa,2023-04-13T15:54:39.303Z,Datacamp Limited,60068,NL,null,0,1,0,0,169.150.223.207,0,1681335850,86,0,0,0,0,2023-04-18T20:33:55.303Z,0,csv,NL,,0,0,,7,
6437b53f71133c5b7aee57fb,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,171.22.30.119,0,1680276181,66,4,1,0,16,2023-04-18T16:33:21.277Z,0,csv,NL,,0,0,1678796508,7,
6437b53f71133c5b7aee57fc,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,171.22.30.12,0,1681040479,65,6,0,0,16,2023-04-18T20:39:38.967Z,-2,csv,NL,,0,2,1681040480,7,
6437b53f71133c5b7aee57fd,2023-04-13T15:54:39.303Z,Delis LLC,211252,US,null,0,0,0,0,171.22.30.173,0,1681537120,52,18,1,0,16,2023-04-18T18:16:56.692Z,0,csv,NL,,0,0,1680825360,7,
6437b53f71133c5b7aee57fe,2023-04-13T15:54:39.303Z,AS40676,40676,NL,null,0,0,0,0,172.107.95.30,0,1680606498,64,6,2,0,15,2023-04-18T20:47:49.469Z,-1,csv,NL,,0,1,1615797875,7,
6437b53f71133c5b7aee57ff,2023-04-13T15:54:39.303Z,SERVERS-COM,7979,NL,null,0,0,0,0,172.241.64.228,0,1666182539,86,0,0,0,0,2023-04-18T17:10:30.408Z,0,csv,NL,,0,0,1666182841,7,
6437b53f71133c5b7aee5800,2023-04-13T15:54:39.303Z,SERVERS-COM,7979,NL,null,0,0,0,0,172.255.232.236,0,,86,0,0,0,0,2023-04-18T20:51:45.788Z,0,csv,NL,,0,0,1617329452,7,
6437b53f71133c5b7aee5801,2023-04-13T15:54:39.303Z,SERVERS-COM,7979,NL,null,0,1,0,1,172.255.6.126,0,1663598481,78,0,0,0,9,2023-04-18T18:22:07.758Z,0,csv,NL,,0,0,1663434891,7,
